client_name,report_uuid,registrant_name,filing_year,amount,bill_id,bill_chamber,bill_type,bill_number,congress_number,introduced_date
EXXON MOBIL CORPORATION,ed320f63-8ba3-4ef7-9888-fef53b97a495,EXXON MOBIL CORP,2017,3440000.00,hjres41-115,House of Representatives,hjres,41,115,2017-01-30
EXXON MOBIL CORPORATION,ed320f63-8ba3-4ef7-9888-fef53b97a495,EXXON MOBIL CORP,2017,3440000.00,hjres41-115,House of Representatives,hjres,41,115,2017-01-30
BP AMERICA,1a9f7197-a355-4e99-8dc7-f59d6c120d8a,"BP AMERICA, INC",2018,1260000.00,hr4311-115,House of Representatives,hr,4311,115,2017-11-08
EXXON MOBIL CORPORATION,252a6bb2-da00-4580-b5c9-272f3d4f52fa,EXXON MOBIL CORP,2018,3140000.00,hr4311-115,House of Representatives,hr,4311,115,2017-11-08
BP AMERICA,649a48b8-f7e7-4c43-88a5-ae924f0f873f,"BP AMERICA, INC",2018,1220000.00,hr4311-115,House of Representatives,hr,4311,115,2017-11-08
BP AMERICA,757ea130-1f36-470e-9a1e-c2824029005f,"BP AMERICA, INC",2018,1630000.00,hr4311-115,House of Representatives,hr,4311,115,2017-11-08
EXXON MOBIL CORPORATION,98c658d2-70d9-4f11-9f4c-401e0670ca8a,EXXON MOBIL CORP,2018,2730000.00,hr4311-115,House of Representatives,hr,4311,115,2017-11-08
EXXON MOBIL CORPORATION,b3dcd4d5-fe95-4135-b5c6-4970408e6b41,EXXON MOBIL CORP,2017,2690000.00,hr4311-115,House of Representatives,hr,4311,115,2017-11-08
EXXON MOBIL CORPORATION,b3dcd4d5-fe95-4135-b5c6-4970408e6b41,EXXON MOBIL CORP,2017,2690000.00,hr4311-115,House of Representatives,hr,4311,115,2017-11-08
BP AMERICA,b59f73a2-e2fe-42bc-a993-2076207a76cc,"BP AMERICA, INC",2018,1560000.00,hr4311-115,House of Representatives,hr,4311,115,2017-11-08
BP AMERICA,c683ca45-0d2a-493c-a44c-2c6c4fcf5e11,"BP AMERICA, INC",2018,1120000.00,hr4311-115,House of Representatives,hr,4311,115,2017-11-08
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,hr4311-115,House of Representatives,hr,4311,115,2017-11-08
EXXON MOBIL CORPORATION,ef18e72d-faa5-43d3-a470-d3f73f11bc7b,EXXON MOBIL CORP,2018,3090000.00,hr4311-115,House of Representatives,hr,4311,115,2017-11-08
PHILLIPS 66,8e5a59ce-3436-4207-9d3e-dcf302393fa5,PHILLIPS 66,2018,1740000.00,hr2917-115,House of Representatives,hr,2917,115,2017-06-15
SHELL OIL COMPANY,d4b3d909-2c00-46ae-bd7c-42c74df2a39a,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,2340000.00,hr74-115,House of Representatives,hr,74,115,2017-01-03
SHELL OIL COMPANY,e253704d-ccc0-4961-b353-972819b15c87,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,2550000.00,hr74-115,House of Representatives,hr,74,115,2017-01-03
EXXON MOBIL CORPORATION,98c658d2-70d9-4f11-9f4c-401e0670ca8a,EXXON MOBIL CORP,2018,2730000.00,hr6258-115,House of Representatives,hr,6258,115,2018-06-28
SHELL OIL COMPANY,d4b3d909-2c00-46ae-bd7c-42c74df2a39a,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,2340000.00,hr1004-115,House of Representatives,hr,1004,115,2017-02-13
SHELL OIL COMPANY,e253704d-ccc0-4961-b353-972819b15c87,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,2550000.00,hr1004-115,House of Representatives,hr,1004,115,2017-02-13
EXXON MOBIL CORPORATION,ed320f63-8ba3-4ef7-9888-fef53b97a495,EXXON MOBIL CORP,2017,3440000.00,hr1004-115,House of Representatives,hr,1004,115,2017-02-13
EXXON MOBIL CORPORATION,252a6bb2-da00-4580-b5c9-272f3d4f52fa,EXXON MOBIL CORP,2018,3140000.00,hr4015-115,House of Representatives,hr,4015,115,2017-10-11
EXXON MOBIL CORPORATION,98c658d2-70d9-4f11-9f4c-401e0670ca8a,EXXON MOBIL CORP,2018,2730000.00,hr4015-115,House of Representatives,hr,4015,115,2017-10-11
EXXON MOBIL CORPORATION,98c658d2-70d9-4f11-9f4c-401e0670ca8a,EXXON MOBIL CORP,2018,2730000.00,hr4015-115,House of Representatives,hr,4015,115,2017-10-11
EXXON MOBIL CORPORATION,b3dcd4d5-fe95-4135-b5c6-4970408e6b41,EXXON MOBIL CORP,2017,2690000.00,hr4015-115,House of Representatives,hr,4015,115,2017-10-11
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,hr4015-115,House of Representatives,hr,4015,115,2017-10-11
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,hr4015-115,House of Representatives,hr,4015,115,2017-10-11
EXXON MOBIL CORPORATION,ef18e72d-faa5-43d3-a470-d3f73f11bc7b,EXXON MOBIL CORP,2018,3090000.00,hr4015-115,House of Representatives,hr,4015,115,2017-10-11
EXXON MOBIL CORPORATION,ef18e72d-faa5-43d3-a470-d3f73f11bc7b,EXXON MOBIL CORP,2018,3090000.00,hr4015-115,House of Representatives,hr,4015,115,2017-10-11
BP AMERICA,16dd6ab8-796d-4847-b15a-144b8eb428ac,"BP AMERICA, INC",2017,1260000.00,hr806-115,House of Representatives,hr,806,115,2017-02-01
BP AMERICA,1f3b41c7-b7ff-4222-a4e1-98fbb25fc2b2,"BP AMERICA, INC",2017,1400000.00,hr806-115,House of Representatives,hr,806,115,2017-02-01
BP AMERICA,2d42f8c4-ee9d-46b9-b610-e0dd718fbc8d,"BP AMERICA, INC",2017,1600000.00,hr806-115,House of Representatives,hr,806,115,2017-02-01
PHILLIPS 66,5e1f9b79-d813-4334-b59b-5bca41d8e0e2,PHILLIPS 66,2017,1440000.00,hr806-115,House of Representatives,hr,806,115,2017-02-01
EXXON MOBIL CORPORATION,68b1ca6b-eea5-4030-afb0-3c0294f5bae9,EXXON MOBIL CORP,2017,2630000.00,hr806-115,House of Representatives,hr,806,115,2017-02-01
EXXON MOBIL CORPORATION,7a817d6d-4d5c-4393-93d8-1ef230ca0688,EXXON MOBIL CORP,2017,2630000.00,hr806-115,House of Representatives,hr,806,115,2017-02-01
EXXON MOBIL CORPORATION,b3dcd4d5-fe95-4135-b5c6-4970408e6b41,EXXON MOBIL CORP,2017,2690000.00,hr806-115,House of Representatives,hr,806,115,2017-02-01
BP AMERICA,cbf13c44-6c5b-4771-abd7-e09c94e73651,"BP AMERICA, INC",2017,1720000.00,hr806-115,House of Representatives,hr,806,115,2017-02-01
EXXON MOBIL CORPORATION,ed320f63-8ba3-4ef7-9888-fef53b97a495,EXXON MOBIL CORP,2017,3440000.00,hr806-115,House of Representatives,hr,806,115,2017-02-01
EXXON MOBIL CORPORATION,ed320f63-8ba3-4ef7-9888-fef53b97a495,EXXON MOBIL CORP,2017,3440000.00,hr806-115,House of Representatives,hr,806,115,2017-02-01
EXXON MOBIL CORPORATION,7a817d6d-4d5c-4393-93d8-1ef230ca0688,EXXON MOBIL CORP,2017,2630000.00,sjres28-115,Senate,sjres,28,115,2017-03-02
BP AMERICA,cbf13c44-6c5b-4771-abd7-e09c94e73651,"BP AMERICA, INC",2017,1720000.00,sjres28-115,Senate,sjres,28,115,2017-03-02
EXXON MOBIL CORPORATION,ed320f63-8ba3-4ef7-9888-fef53b97a495,EXXON MOBIL CORP,2017,3440000.00,sjres28-115,Senate,sjres,28,115,2017-03-02
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,s2719-115,Senate,s,2719,115,2018-04-19
EXXON MOBIL CORPORATION,ef18e72d-faa5-43d3-a470-d3f73f11bc7b,EXXON MOBIL CORP,2018,3090000.00,s2719-115,Senate,s,2719,115,2018-04-19
EXXON MOBIL CORPORATION,98c658d2-70d9-4f11-9f4c-401e0670ca8a,EXXON MOBIL CORP,2018,2730000.00,s2444-115,Senate,s,2444,115,2018-02-15
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,s2444-115,Senate,s,2444,115,2018-02-15
EXXON MOBIL CORPORATION,ef18e72d-faa5-43d3-a470-d3f73f11bc7b,EXXON MOBIL CORP,2018,3090000.00,s2444-115,Senate,s,2444,115,2018-02-15
EXXON MOBIL CORPORATION,68b1ca6b-eea5-4030-afb0-3c0294f5bae9,EXXON MOBIL CORP,2017,2630000.00,s1129-115,Senate,s,1129,115,2017-05-16
EXXON MOBIL CORPORATION,7a817d6d-4d5c-4393-93d8-1ef230ca0688,EXXON MOBIL CORP,2017,2630000.00,s1129-115,Senate,s,1129,115,2017-05-16
EXXON MOBIL CORPORATION,b3dcd4d5-fe95-4135-b5c6-4970408e6b41,EXXON MOBIL CORP,2017,2690000.00,s1129-115,Senate,s,1129,115,2017-05-16
EXXON MOBIL CORPORATION,68b1ca6b-eea5-4030-afb0-3c0294f5bae9,EXXON MOBIL CORP,2017,2630000.00,s1221-115,Senate,s,1221,115,2017-05-24
EXXON MOBIL CORPORATION,68b1ca6b-eea5-4030-afb0-3c0294f5bae9,EXXON MOBIL CORP,2017,2630000.00,s341-115,Senate,s,341,115,2017-02-08
EXXON MOBIL CORPORATION,68b1ca6b-eea5-4030-afb0-3c0294f5bae9,EXXON MOBIL CORP,2017,2630000.00,s341-115,Senate,s,341,115,2017-02-08
EXXON MOBIL CORPORATION,7a817d6d-4d5c-4393-93d8-1ef230ca0688,EXXON MOBIL CORP,2017,2630000.00,s341-115,Senate,s,341,115,2017-02-08
EXXON MOBIL CORPORATION,7a817d6d-4d5c-4393-93d8-1ef230ca0688,EXXON MOBIL CORP,2017,2630000.00,s341-115,Senate,s,341,115,2017-02-08
EXXON MOBIL CORPORATION,b3dcd4d5-fe95-4135-b5c6-4970408e6b41,EXXON MOBIL CORP,2017,2690000.00,s341-115,Senate,s,341,115,2017-02-08
EXXON MOBIL CORPORATION,ed320f63-8ba3-4ef7-9888-fef53b97a495,EXXON MOBIL CORP,2017,3440000.00,s341-115,Senate,s,341,115,2017-02-08
EXXON MOBIL CORPORATION,68b1ca6b-eea5-4030-afb0-3c0294f5bae9,EXXON MOBIL CORP,2017,2630000.00,s1639-115,Senate,s,1639,115,2017-07-26
EXXON MOBIL CORPORATION,b3dcd4d5-fe95-4135-b5c6-4970408e6b41,EXXON MOBIL CORP,2017,2690000.00,s1639-115,Senate,s,1639,115,2017-07-26
BP AMERICA,16dd6ab8-796d-4847-b15a-144b8eb428ac,"BP AMERICA, INC",2017,1260000.00,s722-115,Senate,s,722,115,2017-03-23
BP AMERICA,2d42f8c4-ee9d-46b9-b610-e0dd718fbc8d,"BP AMERICA, INC",2017,1600000.00,s722-115,Senate,s,722,115,2017-03-23
EXXON MOBIL CORPORATION,68b1ca6b-eea5-4030-afb0-3c0294f5bae9,EXXON MOBIL CORP,2017,2630000.00,s722-115,Senate,s,722,115,2017-03-23
EXXON MOBIL CORPORATION,68b1ca6b-eea5-4030-afb0-3c0294f5bae9,EXXON MOBIL CORP,2017,2630000.00,s722-115,Senate,s,722,115,2017-03-23
EXXON MOBIL CORPORATION,7a817d6d-4d5c-4393-93d8-1ef230ca0688,EXXON MOBIL CORP,2017,2630000.00,s722-115,Senate,s,722,115,2017-03-23
EXXON MOBIL CORPORATION,68b1ca6b-eea5-4030-afb0-3c0294f5bae9,EXXON MOBIL CORP,2017,2630000.00,s951-115,Senate,s,951,115,2017-04-26
EXXON MOBIL CORPORATION,7a817d6d-4d5c-4393-93d8-1ef230ca0688,EXXON MOBIL CORP,2017,2630000.00,s951-115,Senate,s,951,115,2017-04-26
EXXON MOBIL CORPORATION,b3dcd4d5-fe95-4135-b5c6-4970408e6b41,EXXON MOBIL CORP,2017,2690000.00,s951-115,Senate,s,951,115,2017-04-26
EXXON MOBIL CORPORATION,252a6bb2-da00-4580-b5c9-272f3d4f52fa,EXXON MOBIL CORP,2018,3140000.00,s2519-115,Senate,s,2519,115,2018-03-08
EXXON MOBIL CORPORATION,98c658d2-70d9-4f11-9f4c-401e0670ca8a,EXXON MOBIL CORP,2018,2730000.00,s2519-115,Senate,s,2519,115,2018-03-08
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,s2519-115,Senate,s,2519,115,2018-03-08
EXXON MOBIL CORPORATION,ef18e72d-faa5-43d3-a470-d3f73f11bc7b,EXXON MOBIL CORP,2018,3090000.00,s2519-115,Senate,s,2519,115,2018-03-08
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,s3019-115,Senate,s,3019,115,2018-06-06
EXXON MOBIL CORPORATION,ef18e72d-faa5-43d3-a470-d3f73f11bc7b,EXXON MOBIL CORP,2018,3090000.00,s3019-115,Senate,s,3019,115,2018-06-06
EXXON MOBIL CORPORATION,98c658d2-70d9-4f11-9f4c-401e0670ca8a,EXXON MOBIL CORP,2018,2730000.00,s1691-115,Senate,s,1691,115,2017-08-01
EXXON MOBIL CORPORATION,98c658d2-70d9-4f11-9f4c-401e0670ca8a,EXXON MOBIL CORP,2018,2730000.00,s1691-115,Senate,s,1691,115,2017-08-01
SHELL OIL COMPANY,09fb1cba-fd2f-4442-bb58-a7d150007059,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2018,1600000.00,s3223-115,Senate,s,3223,115,2018-07-17
SHELL OIL COMPANY,4de7d12f-0a38-47cc-8e14-c5cabd1978ff,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2018,3110000.00,s3223-115,Senate,s,3223,115,2018-07-17
EXXON MOBIL CORPORATION,98c658d2-70d9-4f11-9f4c-401e0670ca8a,EXXON MOBIL CORP,2018,2730000.00,s3042-115,Senate,s,3042,115,2018-06-11
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,s3042-115,Senate,s,3042,115,2018-06-11
EXXON MOBIL CORPORATION,ef18e72d-faa5-43d3-a470-d3f73f11bc7b,EXXON MOBIL CORP,2018,3090000.00,s3042-115,Senate,s,3042,115,2018-06-11
BP AMERICA,1a9f7197-a355-4e99-8dc7-f59d6c120d8a,"BP AMERICA, INC",2018,1260000.00,s3214-115,Senate,s,3214,115,2018-07-16
BP AMERICA,c683ca45-0d2a-493c-a44c-2c6c4fcf5e11,"BP AMERICA, INC",2018,1120000.00,s3214-115,Senate,s,3214,115,2018-07-16
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,s3214-115,Senate,s,3214,115,2018-07-16
EXXON MOBIL CORPORATION,ef18e72d-faa5-43d3-a470-d3f73f11bc7b,EXXON MOBIL CORP,2018,3090000.00,s3214-115,Senate,s,3214,115,2018-07-16
PHILLIPS 66,f3fe5c00-a326-4679-ad53-e7bc2b25a3b4,PHILLIPS 66,2020,1380000.00,hr2540-116,House of Representatives,hr,2540,116,2019-05-07
PHILLIPS 66,f3fe5c00-a326-4679-ad53-e7bc2b25a3b4,PHILLIPS 66,2020,1380000.00,hr370-116,House of Representatives,hr,370,116,2019-01-09
SHELL OIL COMPANY,09d57c52-f426-4dcf-8eac-865baa523829,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2019,1960000.00,hr1152-116,House of Representatives,hr,1152,116,2019-02-12
SHELL OIL COMPANY,d73e0c30-353b-4905-9c50-66d005425bba,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2019,2160000.00,hr1152-116,House of Representatives,hr,1152,116,2019-02-12
SHELL OIL COMPANY,ea879947-034a-438d-b6f1-9d8aaa027450,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2019,1680000.00,hr1152-116,House of Representatives,hr,1152,116,2019-02-12
SHELL OIL COMPANY,f9475eb5-233e-4028-b5c9-7d8710599ba3,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2019,1520000.00,hr1152-116,House of Representatives,hr,1152,116,2019-02-12
CONOCOPHILLIPS,38b1d7dc-7804-4088-b986-ad57226c475c,CONOCOPHILLIPS,2020,2180000.00,hr748-116,House of Representatives,hr,748,116,2019-01-24
CONOCOPHILLIPS,5b08326a-2883-4bea-9a08-fb08b424dc67,CONOCOPHILLIPS,2020,2180000.00,hr748-116,House of Representatives,hr,748,116,2019-01-24
EXXON MOBIL CORPORATION,86cb5d91-625d-4bc2-b4e8-dc5153da202c,EXXON MOBIL CORP,2020,2670000.00,hr748-116,House of Representatives,hr,748,116,2019-01-24
SHELL OIL COMPANY,9ed3039c-2478-4f61-ae73-2e43a1dc071e,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1870000.00,hr748-116,House of Representatives,hr,748,116,2019-01-24
SHELL OIL COMPANY,9ed3039c-2478-4f61-ae73-2e43a1dc071e,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1870000.00,hr748-116,House of Representatives,hr,748,116,2019-01-24
PHILLIPS 66,9f99b9ac-77bb-4ec8-81f6-d0879cfe7021,PHILLIPS 66,2021,1010000.00,hr748-116,House of Representatives,hr,748,116,2019-01-24
SHELL OIL COMPANY,c5ebfefc-2586-4fe6-a95c-844d8e968b50,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1630000.00,hr748-116,House of Representatives,hr,748,116,2019-01-24
SHELL OIL COMPANY,c5ebfefc-2586-4fe6-a95c-844d8e968b50,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1630000.00,hr748-116,House of Representatives,hr,748,116,2019-01-24
PHILLIPS 66,dd3bd094-8f19-403c-954a-1b47776cd3ed,PHILLIPS 66,2019,1010000.00,hr748-116,House of Representatives,hr,748,116,2019-01-24
PHILLIPS 66,f3fe5c00-a326-4679-ad53-e7bc2b25a3b4,PHILLIPS 66,2020,1380000.00,hr748-116,House of Representatives,hr,748,116,2019-01-24
EXXON MOBIL CORPORATION,1bbe18fa-5c03-4560-8277-29bf625f4a49,EXXON MOBIL CORP,2020,2140000.00,hr7228-116,House of Representatives,hr,7228,116,2020-06-15
EXXON MOBIL CORPORATION,38bc853f-544d-48f4-b699-a2c082f80db5,EXXON MOBIL CORP,2020,1760000.00,hr7228-116,House of Representatives,hr,7228,116,2020-06-15
EXXON MOBIL CORPORATION,5e160087-52fc-4092-a56b-660f454f4e41,EXXON MOBIL CORP,2020,2120000.00,hr7228-116,House of Representatives,hr,7228,116,2020-06-15
EXXON MOBIL CORPORATION,c4494ec2-8cd2-4bab-8fe3-0fce17d6a500,EXXON MOBIL CORP,2020,1760000.00,hr7228-116,House of Representatives,hr,7228,116,2020-06-15
EXXON MOBIL CORPORATION,54b4c63f-3313-433e-b046-7615ebb240be,EXXON MOBIL CORP,2019,2710000.00,hr948-116,House of Representatives,hr,948,116,2019-02-04
EXXON MOBIL CORPORATION,54b4c63f-3313-433e-b046-7615ebb240be,EXXON MOBIL CORP,2019,2710000.00,hr948-116,House of Representatives,hr,948,116,2019-02-04
BP AMERICA,c80958b8-cfb7-4c7c-abbd-d3ff0c022daf,"BP AMERICA, INC",2019,1470000.00,hr948-116,House of Representatives,hr,948,116,2019-02-04
EXXON MOBIL CORPORATION,1bbe18fa-5c03-4560-8277-29bf625f4a49,EXXON MOBIL CORP,2020,2140000.00,hr8337-116,House of Representatives,hr,8337,116,2020-09-22
EXXON MOBIL CORPORATION,5e160087-52fc-4092-a56b-660f454f4e41,EXXON MOBIL CORP,2020,2120000.00,hr8337-116,House of Representatives,hr,8337,116,2020-09-22
CONOCOPHILLIPS,38b1d7dc-7804-4088-b986-ad57226c475c,CONOCOPHILLIPS,2020,2180000.00,hr6074-116,House of Representatives,hr,6074,116,2020-03-04
CONOCOPHILLIPS,5b08326a-2883-4bea-9a08-fb08b424dc67,CONOCOPHILLIPS,2020,2180000.00,hr6074-116,House of Representatives,hr,6074,116,2020-03-04
PHILLIPS 66,f3fe5c00-a326-4679-ad53-e7bc2b25a3b4,PHILLIPS 66,2020,1380000.00,hr6160-116,House of Representatives,hr,6160,116,2020-03-09
EXXON MOBIL CORPORATION,692d32b8-02b6-46de-9c45-2d021b0adaa6,EXXON MOBIL CORP,2019,2650000.00,s2284-116,Senate,s,2284,116,2019-07-25
EXXON MOBIL CORPORATION,1bbe18fa-5c03-4560-8277-29bf625f4a49,EXXON MOBIL CORP,2020,2140000.00,s2657-116,Senate,s,2657,116,2019-10-22
CONOCOPHILLIPS,38b1d7dc-7804-4088-b986-ad57226c475c,CONOCOPHILLIPS,2020,2180000.00,s2657-116,Senate,s,2657,116,2019-10-22
EXXON MOBIL CORPORATION,38bc853f-544d-48f4-b699-a2c082f80db5,EXXON MOBIL CORP,2020,1760000.00,s2657-116,Senate,s,2657,116,2019-10-22
CONOCOPHILLIPS,5b08326a-2883-4bea-9a08-fb08b424dc67,CONOCOPHILLIPS,2020,2180000.00,s2657-116,Senate,s,2657,116,2019-10-22
EXXON MOBIL CORPORATION,86cb5d91-625d-4bc2-b4e8-dc5153da202c,EXXON MOBIL CORP,2020,2670000.00,s2657-116,Senate,s,2657,116,2019-10-22
EXXON MOBIL CORPORATION,c4494ec2-8cd2-4bab-8fe3-0fce17d6a500,EXXON MOBIL CORP,2020,1760000.00,s2657-116,Senate,s,2657,116,2019-10-22
SHELL OIL COMPANY,eb0cda2d-46ef-4c45-bafb-c0ce12dd87e0,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1960000.00,s2657-116,Senate,s,2657,116,2019-10-22
SHELL OIL COMPANY,09d57c52-f426-4dcf-8eac-865baa523829,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2019,1960000.00,s638-116,Senate,s,638,116,2019-02-28
EXXON MOBIL CORPORATION,54b4c63f-3313-433e-b046-7615ebb240be,EXXON MOBIL CORP,2019,2710000.00,s638-116,Senate,s,638,116,2019-02-28
EXXON MOBIL CORPORATION,692d32b8-02b6-46de-9c45-2d021b0adaa6,EXXON MOBIL CORP,2019,2650000.00,s638-116,Senate,s,638,116,2019-02-28
SHELL OIL COMPANY,d73e0c30-353b-4905-9c50-66d005425bba,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2019,2160000.00,s638-116,Senate,s,638,116,2019-02-28
EXXON MOBIL CORPORATION,d84fee80-4fd6-476f-a362-2b455ce45a0a,EXXON MOBIL CORP,2019,1940000.00,s638-116,Senate,s,638,116,2019-02-28
SHELL OIL COMPANY,ea879947-034a-438d-b6f1-9d8aaa027450,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2019,1680000.00,s638-116,Senate,s,638,116,2019-02-28
EXXON MOBIL CORPORATION,ec5d30e8-c5ed-4be9-bf9d-55927c8ce44e,EXXON MOBIL CORP,2019,2450000.00,s638-116,Senate,s,638,116,2019-02-28
SHELL OIL COMPANY,f9475eb5-233e-4028-b5c9-7d8710599ba3,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2019,1520000.00,s638-116,Senate,s,638,116,2019-02-28
EXXON MOBIL CORPORATION,692d32b8-02b6-46de-9c45-2d021b0adaa6,EXXON MOBIL CORP,2019,2650000.00,s2372-116,Senate,s,2372,116,2019-07-31
EXXON MOBIL CORPORATION,d84fee80-4fd6-476f-a362-2b455ce45a0a,EXXON MOBIL CORP,2019,1940000.00,s2372-116,Senate,s,2372,116,2019-07-31
EXXON MOBIL CORPORATION,692d32b8-02b6-46de-9c45-2d021b0adaa6,EXXON MOBIL CORP,2019,2650000.00,s2418-116,Senate,s,2418,116,2019-08-01
EXXON MOBIL CORPORATION,d84fee80-4fd6-476f-a362-2b455ce45a0a,EXXON MOBIL CORP,2019,1940000.00,s2418-116,Senate,s,2418,116,2019-08-01
BP AMERICA,26a0abdb-ddbc-4ef8-9374-e9a5c6137ab2,"BP AMERICA, INC",2019,1180000.00,s1685-116,Senate,s,1685,116,2019-05-23
EXXON MOBIL CORPORATION,692d32b8-02b6-46de-9c45-2d021b0adaa6,EXXON MOBIL CORP,2019,2650000.00,s1685-116,Senate,s,1685,116,2019-05-23
EXXON MOBIL CORPORATION,d84fee80-4fd6-476f-a362-2b455ce45a0a,EXXON MOBIL CORP,2019,1940000.00,s1685-116,Senate,s,1685,116,2019-05-23
EXXON MOBIL CORPORATION,ec5d30e8-c5ed-4be9-bf9d-55927c8ce44e,EXXON MOBIL CORP,2019,2450000.00,s1685-116,Senate,s,1685,116,2019-05-23
BP AMERICA,f774b270-c18c-4870-9131-2989049e203c,"BP AMERICA, INC",2019,1390000.00,s1685-116,Senate,s,1685,116,2019-05-23
EXXON MOBIL CORPORATION,692d32b8-02b6-46de-9c45-2d021b0adaa6,EXXON MOBIL CORP,2019,2650000.00,s1840-116,Senate,s,1840,116,2019-06-13
EXXON MOBIL CORPORATION,d84fee80-4fd6-476f-a362-2b455ce45a0a,EXXON MOBIL CORP,2019,1940000.00,s1840-116,Senate,s,1840,116,2019-06-13
EXXON MOBIL CORPORATION,1bbe18fa-5c03-4560-8277-29bf625f4a49,EXXON MOBIL CORP,2020,2140000.00,s3816-116,Senate,s,3816,116,2020-05-21
EXXON MOBIL CORPORATION,38bc853f-544d-48f4-b699-a2c082f80db5,EXXON MOBIL CORP,2020,1760000.00,s3816-116,Senate,s,3816,116,2020-05-21
EXXON MOBIL CORPORATION,5e160087-52fc-4092-a56b-660f454f4e41,EXXON MOBIL CORP,2020,2120000.00,s3816-116,Senate,s,3816,116,2020-05-21
EXXON MOBIL CORPORATION,c4494ec2-8cd2-4bab-8fe3-0fce17d6a500,EXXON MOBIL CORP,2020,1760000.00,s3816-116,Senate,s,3816,116,2020-05-21
EXXON MOBIL CORPORATION,1bbe18fa-5c03-4560-8277-29bf625f4a49,EXXON MOBIL CORP,2020,2140000.00,s482-116,Senate,s,482,116,2019-02-13
BP AMERICA,26a0abdb-ddbc-4ef8-9374-e9a5c6137ab2,"BP AMERICA, INC",2019,1180000.00,s482-116,Senate,s,482,116,2019-02-13
BP AMERICA,2b9c2b5c-e866-4b89-a768-a9c600284382,"BP AMERICA, INC",2020,1340000.00,s482-116,Senate,s,482,116,2019-02-13
CONOCOPHILLIPS,38b1d7dc-7804-4088-b986-ad57226c475c,CONOCOPHILLIPS,2020,2180000.00,s482-116,Senate,s,482,116,2019-02-13
EXXON MOBIL CORPORATION,38bc853f-544d-48f4-b699-a2c082f80db5,EXXON MOBIL CORP,2020,1760000.00,s482-116,Senate,s,482,116,2019-02-13
BP AMERICA,3f7efd8c-80bb-46e7-9529-7aacad7bc297,"BP AMERICA, INC",2020,1040000.00,s482-116,Senate,s,482,116,2019-02-13
BP AMERICA,40665a8c-f9c3-4f52-82ae-d14b57b23014,"BP AMERICA, INC",2019,1500000.00,s482-116,Senate,s,482,116,2019-02-13
EXXON MOBIL CORPORATION,54b4c63f-3313-433e-b046-7615ebb240be,EXXON MOBIL CORP,2019,2710000.00,s482-116,Senate,s,482,116,2019-02-13
CONOCOPHILLIPS,5b08326a-2883-4bea-9a08-fb08b424dc67,CONOCOPHILLIPS,2020,2180000.00,s482-116,Senate,s,482,116,2019-02-13
EXXON MOBIL CORPORATION,5e160087-52fc-4092-a56b-660f454f4e41,EXXON MOBIL CORP,2020,2120000.00,s482-116,Senate,s,482,116,2019-02-13
EXXON MOBIL CORPORATION,692d32b8-02b6-46de-9c45-2d021b0adaa6,EXXON MOBIL CORP,2019,2650000.00,s482-116,Senate,s,482,116,2019-02-13
